ID;Вода,г;белки,г;жиры,г;НЖК,г;ПНЖК,г;Холестерин,г;Моно-дисахариды,г;Крахмал,г;Углеводы,г;Пищ.волокна,г;Орг.кислоты,г;Зола,г;Na (натрий),мг;K (калий),мг;Ca (кальций),мг;Mg (магний),мг;P,мг;Fe (железо),мг;A,мкг;Бета-каротин,мкг;Ретиноловый эквивалент,мкг;Токоферолэквивалент,мкг;B1,мг;B2,мг;PP,мг;Ниациновый эквивалент,мкг;C,мкг;Алкоголь,%;ЭЦ,ккал
54-002-105-01;7413,959004;941579,4863;284598,9126;434677,5943;646,812292;13829,31471;132008,0699;207889,0462;64659,87558;120252,4258;862279,4731;1666528,191;79905,61538;82425,18363;25394,3023;47448,57379;23050,69919;878759,583;11222,82873;5062,200913;15640,59114;444353,6928;8920390,752;4733665,56;581334,9676;309518,8759;56356,68431;10446,81818;5946,289222
54-102-051-02;12348,64944;1150404,258;1108114,833;1049104,472;1209,568931;6613,203933;763914,8747;1289020,626;377277,3731;199380,9456;1290853,391;1807588,476;85112,02682;40273,9883;37470,75349;43462,0539;34500,57008;653593,5541;3586,672753;5344,749348;27228,23775;1075537,358;8688816,014;8338038,579;883390,4001;581030,5044;34394,73349;0;17763,3749
54-002-106-01;6434,055645;1019778,93;1147492,549;736321,61;1363,791986;8865,198451;369141,8363;750704,1707;198268,4323;233977,5724;1101045,426;1480231,6;80221,69462;39033,46295;28748,08032;46756,53886;34317,58282;1076439,384;4128,313365;4491,605769;23900,22817;1082826,685;8817270,87;8024017,871;1143777,479;613559,677;59636,92907;42900;12466,47761
54-002-106-02;6142,429492;685915,0711;1361181,956;993902,3989;5662,721649;28313,37411;495324,8512;1264165,985;236307,3755;448272,2083;1815869,24;1006606,026;46360,88264;15741,43898;30030,4123;42756,09597;23689,65931;1045657,489;9631,131395;5816,909567;30903,19249;1652293,68;13978895,92;10799520,51;1422984,437;688965,318;141247,3659;42900;15036,3482
54-102-017-02;7163,749392;517149,8008;442823,1803;673855,0098;2483,907284;10208,94825;786758,0432;833054,656;393054,19;151928,7168;880547,4951;1430281,601;24076,01512;79421,02716;25164,92157;26408,69118;15745,50671;403347,0893;4339,454305;2493,805574;10966,26055;428274,0152;4899302,775;3892711,535;587876,6123;319541,4402;54659,33329;1340,625;12398,82564
54-001-090-01;7341,653661;904703,9222;537411,9441;677773,0501;1355,333333;12968,22418;381354,9121;596473,6405;222198,1942;129269,3908;858052,0707;1260819,563;71951,59385;38207,36892;23861,73192;37712,6658;24920,90351;486456,6738;6271,588484;4450,986638;16940,17668;681779,6511;6575415,433;5117905,238;644301,3363;347630,9805;43315,08434;14300;10024,49773
54-102-009-01;4656,954838;737613,954;414994,7818;355497,3442;990,3934708;12053,34362;153005,076;271166,5235;90866,76164;141052,9155;584669,5674;1013775,142;70229,38943;37734,42304;19695,47069;36394,58557;20662,91107;436215,4471;6642,190532;2625,499114;11634,71189;684456,3788;4907001,381;4012495,87;417757,9176;216608,1384;53531,63249;628,125;5406,074641
54-102-018-02;11387,67282;209568,0582;966334,539;735690,9978;4386,544986;13158,82238;168628,8061;826339,807;77755,48575;264376,092;1186465,719;534179,4045;14563,90239;35046,86591;16835,85332;23804,16023;10538,42727;439796,5347;5601,243409;4604,45623;18151,94595;978645,4589;8435315,298;7855008,584;636466,5281;398395,946;62740,82881;42,94294294;6440,830977
54-102-009-02;6430,551239;1434590,262;1411106,78;758494,0078;5260,721649;16424,90972;264501,8108;1209198,805;119907,3106;478964,4232;1417005,32;1768408,708;131579,7546;43694,0941;39121,95557;69260,54073;44420,97785;981193,0414;6395,544065;4690,712433;27371,67756;1568641,612;12042510,82;9952681,143;1010985,34;675880,6365;71348,3705;2233,333333;13757,18598
54-102-095-02;4895,544966;696290,4035;641245,338;905578,7659;1578,352377;14979,34224;338582,5541;949189,8079;178400,1019;342887,0168;1322561,342;1067351,963;37398,50879;17613,75378;20015,34502;27948,33904;19030,34961;896624,6082;7150,51544;3499,497017;21397,79581;690494,2055;8968613,054;6284235,643;1141722,988;482288,2966;76506,45421;48994,07845;10626,28749
54-001-025-01;8559,630995;1414314,99;979420,203;883340,4234;1489,884411;21472,69822;241590,2454;761959,2753;126545,748;293975,1827;1289963,869;1894500,02;130764,6592;69278,08413;39448,20209;71510,12332;41896,1422;1028925,293;10260,11425;6727,057886;25887,58455;1176222,041;10274208,23;10512066,43;1004248,741;584680,6817;84653,06126;0;11614,54653
54-102-065-02;3171,768189;145413,3727;530202,6282;407818,0013;678,8149689;5822,927017;113856,5482;486319,2945;38139,73526;183707,7433;741311,2998;460189,4387;10089,55496;33010,78487;11188,02744;18120,55854;7330,122836;288176,4071;1746,660682;2885,146741;16879,22348;580390,6307;5279429,957;4689973,969;426595,9784;282963,0701;32488,88145;0;4269,833612
54-002-109-01;2547,657659;473946,3582;468491,8879;484895,1449;953,3333333;7773,964637;324064,7249;569438,0526;155834,6136;122854,372;599305,774;735131,1925;30594,60689;16260,50526;15304,38294;19009,11021;13598,4466;381371,8035;3918,162431;3460,06594;16840,29752;499162,341;4187007,244;3328190,416;501087,3243;259510,5285;34426,79774;2233,333333;7596,59731
54-002-109-02;2738,592325;140848,1755;455037,5121;255013,7107;1103,855679;8293,233706;112100,869;393737,311;56214,67455;146040,2229;679262,5124;244806,9123;6582,038662;1435,014714;7696,227179;11635,89248;5541,51571;468498,5375;3889,861545;2243,00256;11008,65613;547176,3513;5122500,237;3675133,627;539959,702;214837,6152;49341,07713;10273,95833;4014,619564
54-002-110-01;6909,019513;1091424,201;1412974,379;1086488,749;3101,034195;12626,39265;382904,933;1283859,779;202228,2897;274435,3096;1567185,577;1551714,749;79719,84863;39782,61495;32681,14641;52571,3981;35998,78808;905565,3566;7371,138462;6521,444656;28242,60366;1330010,604;12215991,74;11905342,45;1231428,781;720207,9467;77075,27728;6700;14685,92254
54-002-081-01;4327,858484;700025,9259;574459,7039;832473,8371;1076,888518;6313,478151;765215,2155;971836,6217;358764,1178;139862,6534;733781,5141;1321759,539;34991,8911;37952,61374;27705,80325;24356,48539;21389,55374;311737,3555;3842,060988;3528,515084;15534,0721;581407,6399;5481506,421;5181719,127;630097,6673;398439,2709;24699,76519;6742,942943;13201,22118
54-002-082-01;7268,47355;929806,7016;788702,1141;544558,4308;1428,149708;9494,782751;420091,4849;750797,7586;235369,1534;207570,262;945766,1414;1362807,851;76204,27436;38934,28246;27327,51515;41828,14474;27849,15964;654989,3436;3306,176561;3122,05966;15309,89226;778375,3168;6966378,294;5405838,849;761602,4897;398221,3523;73592,38842;6791,363636;10519,01181
54-002-083-01;10252,36678;510771,9734;486397,9945;474062,5276;3862,933973;15222,82562;420217,944;669982,5307;222851,2335;156781,4958;668123,2266;871649,966;34780,85809;17770,73235;19586,47131;24751,55506;16441,69366;660238,5762;8614,85581;6465,620278;14839,35079;642633,8749;6489661,327;5728179,946;837929,7743;336446,6949;106420,9759;14411,48376;7902,751848
54-002-085-01;6060,118136;329623,0888;736133,6181;1019542,456;1681,56791;14780,41856;371273,1343;726078,6233;184296,6275;185438,7501;1254469,002;1095399,176;17230,09746;77872,84777;17510,19682;28516,24308;12824,63189;879759,5669;6504,964729;3066,224434;19787,17429;585054,6451;8351234,357;5720108,048;1196142,29;500572,6474;93502,60634;6700;9745,016126
54-102-010-01;3863,820017;148691,2716;694544,7422;446048,1118;3262,922018;4073,95867;69579,16712;441453,7565;33843,90917;109702,2392;701385,41;450511,9051;15050,33741;33141,91658;9227,06569;15584,72014;6800,908177;332647,8885;2435,84861;3364,826327;17886,82382;572661,8893;5448032,125;4101319,152;486011,7369;298254,958;40224,03809;20,12012012;4371,000181
54-002-086-01;11534,49949;452818,1051;1202415,913;845604,8398;883,149784;10572,54606;496038,7061;1038027,138;253228,1552;360742,9684;1376923,179;830167,4798;23503,73971;16699,35623;24403,73987;29674,65613;20607,31086;633546,6741;6623,943843;3976,633914;18716,92242;1359366,528;12079612,25;12012453,5;1152587,59;646709,7934;106383,2661;79228,125;10951,74939
54-504-028-02;5177,006642;918619,6926;765832,5746;726910,1826;4961,981636;6969,6045;423701,7116;917386,2331;231086,4804;170006,7488;707456,1189;1488735,195;75501,30187;64439,89349;27707,95557;42446,25515;26630,26697;449005,7484;3815,34678;3141,002286;15984,26957;846487,4051;7005623,264;6397528,719;622722,6887;400774,4128;52030,84964;20,12012012;10601,70337
54-504-022-01;7478,714303;1132389,905;997498,2989;911955,4926;1404,134557;21639,44617;877376,3384;1177185,015;425884,6098;294163,1223;1148680,075;1925706,196;78571,23854;66111,80399;39980,18266;48132,75965;33370,88307;613284,7601;13687,48452;5090,299079;17725,27638;1168732,603;8236847,36;8327686,067;919635,656;521614,2307;74232,00844;100020,1201;16387,46523
54-002-087-01;9220,17284;418249,0383;442263,6498;359974,8524;7796,166198;9234,234274;176319,0512;214745,1317;87951,86855;264485,4237;725956,2546;689738,5316;34301,44896;16768,09755;18621,52817;29427,46992;14482,75001;424427,4291;4701,479649;4668,328353;14348,71952;635958,4502;7370041,512;6334656,839;546128,2465;314257,6383;52080,8587;104021,875;4140,880735
54-002-093-02;14124,12531;1251359,813;1438761,39;1233296,083;1066,57409;17034,16858;822972,2007;1672915,091;411234,335;343625,2371;1375357,078;1982384,733;86514,07681;41496,46194;41622,45314;51554,4912;40749,9913;691425,3209;10333,19282;7832,186993;30790,55296;1380857,495;12864763,24;11518787,62;1157710,053;723268,7828;53293,35029;45133,33333;19070,27202
54-504-030-01;9681,892557;1892714,445;1418781,181;941162,852;6421,921169;28808,99111;589125,7089;1245304,919;330076,9124;284154,5911;1716995,758;2239565,485;161165,2222;29268,04883;47714,34761;78041,66337;52725,44712;1172233,76;17692,43424;9594,836478;40698,35204;1703313,159;12406327,7;10487302,72;1400050,682;671284,2527;105184,2652;6720,12012;18346,33541
54-504-034-01;5450,724307;758241,0459;625483,0384;455805,1628;1934,479225;4488,517317;96359,31166;447857,709;50540,1097;117876,3198;422723,8153;1193748,004;74485,91127;62812,8904;19143,39756;38819,9939;21800,56343;369216,1223;2523,786019;2792,541599;14436,09654;649243,3836;4830447,436;4492844,208;453785,5052;283924,0572;16751,51929;6700;5787,084117
54-504-034-02;6035,860223;254352,288;1292771,325;643019,8252;1088,257576;17459,36205;104905,0291;877561,9963;58435,24555;207402,8869;1471661,518;808175,8491;23577,91194;58430,03175;13811,081;27745,76685;10916,31371;954255,5781;8198,260996;8954,530288;22481,15937;1141391,865;8878384,933;6907937,781;1361354,621;535724,329;132272,7237;6700;7609,064152
54-002-073-01;9611,802701;986539,0818;853306,2693;1030113,94;1708,866123;13968,81313;362101,7055;957543,0398;180693,5002;156642,961;894854,2608;1618861,419;82123,0304;64210,51996;30030,56885;47469,2977;28386,15598;739174,8951;2863,089865;5654,401067;27501,29689;806903,0568;8930163,415;7381969,647;920408,1363;487562,1131;91227,2043;91,36363636;11914,49008
54-002-074-01;7015,336011;344985,3711;1501507,193;853495,16;1360,111684;16111,17795;155745,4873;889567,4068;69951,44315;233506,3345;1672733,661;712392,8556;22948,54831;34001,46243;18015,16254;28992,09792;16963,50013;989249,4756;8816,405077;11233,92365;35473,442;1334940,551;11581611,12;9546042,189;1345453,255;675319,9861;104467,6206;91,36363636;8895,759276
54-504-035-02;6725,459667;566980,483;713954,0028;768231,4945;2564,118936;11269,98295;377269,6378;742276,3741;177102,3662;228973,0847;940664,2074;1187407,447;41640,07074;61077,48913;23027,15461;33555,60476;18776,71503;613341,1558;6080,453626;5777,281566;20199,07213;852554,4175;7185096,197;6884844,634;805195,3553;423453,5905;70718,34529;8933,333333;9408,236765
54-504-033-02;5820,369411;859071,9816;645412,2617;697850,8774;2880,721649;11735,63003;245439,1664;486441,6502;112355,4482;201571,5115;793168,8495;1401720,113;75675,51092;64765,72656;26716,37031;45809,65727;25078,24913;717188,7243;4966,573956;5626,974343;25122,91254;785968,1723;6979589,557;6746124,085;840587,3052;401634,1794;92044,10034;20,12012012;9000,529215
54-504-036-02;7459,344508;824744,7388;347826,6475;686781,6877;1553,66312;10005,0209;188167,2374;379088,4429;94372,23268;160568,1591;778054,4604;1419050,961;76226,51819;67739,60472;27877,41814;44073,92427;22810,41459;676496,4477;5531,734105;4705,851673;17468,20441;576018,3667;7529965,908;5351746,759;681284,1531;348646,8229;51580,18318;4150,703829;6060,094981
54-002-039-01;4311,147327;706907,2463;711562,3182;811795,4793;6987,816451;13514,08684;767876,1695;935104,4832;403830,1278;137367,4866;812892,5626;1191022,701;33313,14582;15497,98254;26163,97241;23811,65118;22100,9869;453921,6597;6917,577474;3657,478736;14582,92875;663002,3381;6068109,883;4996095,894;646239,8133;360778,9459;69051,87601;14928,125;13637,44068
54-002-040-01;15119,65797;1409297,484;1878861,946;1542552,816;5661,729147;21462,14049;1819096,891;2708633,392;950293,3788;304450,3179;2060516,581;2788964,935;47178,0287;85596,78641;57923,05785;47570,20151;41661,40035;962690,6314;9471,566022;9253,227854;45426,45269;1600870,85;15506351,99;11601417,63;1820240,723;1050019,328;121440,3465;16268,56794;33296,08743
54-002-041-01;11660,5696;2129541,006;2906195,977;1502893,817;674,8614123;17175,2703;329283,6355;1918089,231;226165,2746;1338806,492;3082291,311;2559477,131;164014,0902;27208,04088;57625,43079;99457,29435;66124,31001;1987490,305;6506,140595;14163,63972;51052,07629;3317778,285;28287221,58;23172914,52;3312593,834;1684398,411;216553,3128;333333,3333;24601,00723
54-002-044-01;5063,414368;545071,211;862989,8941;819238,7047;707,5129274;9626,694716;415777,8619;838768,034;183986,8743;226233,1263;1070842,404;853334,1998;29531,21804;17272,24593;21150,15733;27854,03333;17971,43483;631514,551;4693,443;4589,212735;25920,73672;809921,0134;8088415,108;7341422,247;933108,5224;503393,737;164995,7077;91,36363636;10523,00053
54-002-045-01;6042,892157;514532,0516;1167758,664;718915,3606;1704,151047;15375,58701;329609,2039;723191,891;165884,3259;238773,6385;1193378,888;767211,3472;40256,55323;17401,69143;21375,22937;31797,35263;16796,37215;824491,6961;3644,923023;5214,125595;28775,49841;1008532,991;8132043,152;8117594,554;1025070,819;447940,9054;132558,9785;91,36363636;9591,119172
54-002-045-02;6276,934144;542358,6878;796241,9247;577692,3874;472,3334007;27122,25309;596229,9805;1196927,438;351807,0758;407336,471;1506445,874;887751,0904;42806,34564;18458,16334;25819,56622;30774,66266;17138,83365;898646,6271;12472,95687;3996,58939;22087,79687;1037775,166;9123458,52;5860616,623;1036844,368;409954,6745;130549,2873;20,12012012;10517,72586
54-002-046-01;9032,704359;444516,5818;1297646,544;1111234,654;596,5422417;13042,38199;396992,9405;1178290,783;206600,6539;261335,5385;1803879,251;959242,3372;25664,2522;35817,20585;24007,50017;31373,49073;16911,52411;844099,9507;8183,391047;8380,581119;43832,73391;1296919,485;11244550,61;9707892,741;1334714,512;697702,4658;138443,7562;111,4837565;13017,75623
54-002-007-01;31963,78755;2358198,312;2591809,835;3150644,981;38501,96275;35730,5257;493633,5561;2900311,623;204429,5165;1093278,643;4141792,314;3180463,577;196858,6763;33276,1961;86896,05002;130869,3459;66548,1929;2038456,457;20859,28306;25873,48075;81306,43027;3285878,313;37979389,54;31796278,8;3371608,868;1826162,398;466189,7927;33353,45345;27630,16459
54-002-048-01;6355,050924;961982,8354;896498,8486;791830,5511;448,6345566;10393,35978;382223,8958;893820,6271;176949,2744;153139,7198;1477770,8;1548853,434;76487,94302;64279,7378;28359,72048;46981,44532;27616,73783;824821,3999;5551,33961;7132,102859;27434,2056;684814,7027;8731391,795;7179330,691;984812,8937;459614,4411;64294,69782;0;11989,65723
54-002-049-01;9665,824966;1161982,639;1749274,586;1686659,747;8631,202697;18899,09994;1822435,555;2538897,548;895917,9721;457362,5765;1921137,9;2240539,929;24329,60659;21473,26177;56911,10922;39676,15082;41633,96807;950492,6664;10611,59488;9912,821088;41181,12428;1595018,932;14882736,06;13368058,91;1725379,702;1016444,952;125337,5202;106127,4118;30580,62059
54-002-006-01;29490,83089;2942048,462;1924797,582;2650286,068;7171,971591;48123,85128;1856352,809;2473531,346;907404,223;740643,0794;3628012,311;4413623,199;183619,5082;97040,23708;90316,34206;120360,235;83857,81561;2143812,925;22597,41263;12244,18349;62208,16466;2584887,591;24934566,97;20638671,31;3037324,257;1528547,382;198025,2715;252818,3333;40464,5792
54-002-005-01;38444,7025;3907288,831;9369076,77;6422588,569;19267,29199;85034,68108;1674104,618;6701863,635;1085450,588;2274451,009;9317000,83;4948651,8;260043,1808;107402,6251;151480,4569;255517,5257;147866,4864;4382602,885;43372,28199;42192,35384;212391,1976;10038567,73;90230750,29;81782861,75;7627908,489;4710694,456;399894,1973;280264,8179;70229,25856
54-002-004-01;40404,16756;3253521,125;4515150,848;3421280,434;479,1666667;82911,9621;1917291,333;3321234,516;1038885,063;703872,4489;4528307,71;5257494,101;198919,4813;100168,8677;96695,62479;139647,3855;106180,8541;4996811,726;14403,44367;26704,57951;76504,28632;3576490,365;31906529,5;22412998,36;6346052,347;2308504,564;808154,3192;42900;52898,92053
54-002-003-01;7575,328523;1699152,72;834494,53;1184720,195;2480,484848;10503,03342;802024,7606;1480243,535;409531,2466;244208,8369;846811,1384;2516614,698;134585,7879;69167,59754;45141,25695;62410,44861;46852,62961;619877,5554;4149,336446;4445,58734;24225,45934;852285,4864;8371590,403;6501069,688;848311,1039;595318,5982;28009,13726;9652,82197;18922,57581
54-002-002-01;12434,97179;2472442,457;2439918,732;2049840,397;999,5948012;12189,92342;855752,5332;1962223,902;462931,2542;422154,2268;1427292,803;3421689,341;180967,6935;93032,51438;63362,12078;102046,5949;76222,14264;1165775,888;5404,14056;12498,8471;64592,25068;2405176,927;17912357,47;19393469,1;2031564,787;1301866,04;116930,3615;10294,07845;27466,30423
54-002-070-01;4562,684638;890061,7654;544435,0194;832251,8777;1327,356206;6758,798231;1178025,4;1403111,924;591049,289;68467,78584;887236,5022;1719705,497;34005,08281;37099,63457;32788,83382;20627,39369;25991,19506;345869,6445;3658,85614;4930,050769;15247,51188;329215,4948;3690919,019;2813825,559;540369,8385;341052,0911;36170,24592;0;19414,01705
54-002-069-02;3639,985038;849303,0093;485625,9598;408522,7174;446,6666667;5668,406344;205663,8533;538594,7118;102413,2836;234410,1704;485724,2362;1024752,115;69268,51331;13858,60917;22433,07855;38721,00314;23810,74589;673017,13;2716,003591;3158,393587;10813,61675;593987,3201;6239780,748;7822442,745;701257,6329;333379,4876;36532,3833;14948,24512;7903,559026
54-002-069-01;13951,05555;1563869,968;1531932,596;1452912,553;2165,089178;19733,54794;936338,158;1639185,249;445842,0919;1007171,91;2052399,457;2518159,97;84636,7291;42397,8023;48308,65913;62803,67795;41952,40171;1162624,198;9384,742907;10896,59123;44770,0474;2107182,783;15446932,81;14747775,62;1745965,258;995323,7766;128032,865;97633,33333;23936,70856
54-002-068-01;4502,25303;733092,4941;350201,3703;313681,2398;1951,674388;6324,338935;101937,2824;248167,7309;54081,26681;142896,9529;471940,6063;1021476,546;70855,11944;38519,71283;18207,13303;35317,90266;20414,78446;474590,6809;2530,178071;3654,379506;16601,72261;437526,2215;4376901,256;3678073,406;437999,8586;211275,3287;52006,11002;17161,45833;4966,019297
54-002-067-01;5861,08048;725270,8173;423274,7733;349646,3663;1221,860006;4612,385151;194563,9138;309936,2647;109285,9321;178178,5431;597888,7834;818871,3169;69726,01567;8160,638048;17340,86073;30332,91991;21156,79701;451960,2763;2079,41454;3765,398771;14437,01632;518535,4872;5183197,869;3860093,371;478003,8333;236244,3454;38298,46126;0;5261,511685
54-002-066-01;4489,520162;249621,9651;609442,7418;351176,8801;695,5830618;5071,003437;320872,2403;698394,9278;160777,7939;112211,5866;666891,9805;512137,5163;10202,67911;14516,89294;12797,38669;11365,2568;8268,844974;245694,6875;3123,704264;4689,709877;7795,281287;529834,8687;4099134,337;4458773,625;424218,7528;257563,8194;25184,90071;9024,69697;7085,871052
54-002-065-01;17915,21788;1113294,099;739762,0684;842548,507;1396,350359;9127,053011;797415,1866;1087916,843;399317,8696;260941,5632;859716,1687;1715951,013;76365,90987;40084,45334;37630,38124;41706,61007;32153,41091;538649,1097;4488,185891;4823,614648;17898,3418;837075,0252;7649403,598;5833845,44;735051,6222;448218,3589;54065,26694;14391,36364;15614,39152
54-002-063-02;5445,517864;909533,0338;723754,5678;566986,6531;594,2971405;14944,17275;369841,767;753574,8065;177446,1541;242695,6492;1023204,851;1334068,104;74893,58759;39025,4037;27440,31808;42844,97356;26406,67148;624148,4506;4312,986567;4351,909822;15142,62406;722397,0373;7096316,439;5487769,287;707123,0859;365118,4721;81629,86922;45133,33333;10491,38702
54-002-055-01;8402,256854;1049118,085;1341787,628;838486,132;5138,594333;18514,38622;396762,9419;1192495,823;207068,8356;239119,8048;1554513,696;1776559,206;89274,44848;65659,87535;32477,60778;56412,93019;32565,43946;1403848,516;9040,763921;8664,545041;35513,47326;1175779,696;11536967,53;9783107,645;1805839,542;728931,0882;126796,7883;43011,48376;14462,4188
54-002-054-02;9354,337515;335217,5325;1118230,667;521941,9884;4794,861361;13922,02439;255999,2489;867996,8295;187564,578;336962,2471;1002898,437;533381,8028;20160,12645;4913,080718;16219,63331;25731,27641;13536,85645;866355,66;5273,040994;8615,83042;26666,45425;1228404,521;12280861,56;8937118,226;1349794,181;582267,6031;146995,702;58583,56794;8198,776875
54-002-054-01;8408,53164;1033452,54;1529986,879;462893,1579;1076,479225;35553,51765;388239,298;1073826,057;227673,8812;208161,6672;2386213,106;1540577,641;96120,0055;21521,39966;31565,94713;50427,66106;36044,29319;2002269,248;14225,47974;17584,56074;17002,90063;1033271,972;10309299,08;7392284,493;2171788,18;611873,9932;249043,2975;0;15584,99628
54-002-076-01;7491,161584;694549,2273;1225682,214;1255836,039;1325,388316;12516,00868;395954,7576;1429096,007;198151,0788;257126,4462;1233812,351;1376621,444;47296,41268;62034,12691;25718,19275;37734,62112;22217,6938;683361,5501;6557,091784;9954,714629;41655,45651;1162714,338;11462371,91;9301143,764;1246365,564;691070,8672;70212,48947;2344,81709;12639,23195
54-002-059-01;14668,27517;1665442,566;1770715,242;1322402,168;2992,680412;15129,50193;484433,6628;1416299,119;234065,6261;448705,7897;1921360,204;2290197,649;135677,6989;70112,85211;49380,23021;82028,45615;52153,73055;928200,2668;8767,588795;10819,18767;51281,30352;1755266,52;15291130,66;14373773,29;1422350,096;867156,4511;103257,5142;100000;19274,27113
54-002-060-01;5155,80501;1128002,015;755955,0182;956215,2152;3188,994579;10348,58616;1585954,237;1884038,581;802017,6689;72439,66906;1437668,443;2317657,556;42161,76284;63604,02084;42748,18766;26654,46541;32405,28097;525796,8612;2676,023197;1609,009168;8451,479091;384274,2433;4659719,535;3580244,523;820900,2495;456013,2346;102116,5611;195;26171,23543
54-002-060-02;6296,327124;930436,4136;488826,7282;545891,6226;3879,90367;5489,216468;448839,071;671857,6507;203319,9224;154027,6889;682635,8439;1671081,885;80297,94799;86925,95917;31796,56011;44005,42149;24219,13702;520334,9984;2144,654294;2965,443931;9962,247838;458685,8023;5473728,557;5342711,938;546003,7899;306846,9004;61253,40213;10275,28716;9391,380494
54-002-061-01;7033,094984;1010755,203;1108021,79;870459,742;229,2406172;14254,27535;430649,9322;978731,1726;226597,2897;255970,52;1197197,687;1356786,257;84271,49296;21119,79526;29259,23298;42196,09423;29489,44237;718363,2513;8346,238717;7629,803523;33568,89873;1071330,334;8884187,204;7428466,642;980100,5153;536078,2381;83627,9973;9044,81709;12736,42214
54-002-061-02;7133,502484;1022134,659;1083195,311;1047698,965;1121,088216;21132,3237;473212,2146;1004718,622;227580,7071;319480,0802;1368733,568;1388048,849;81279,55598;21997,79506;33556,58566;48180,62008;30552,42288;907661,5834;6687,452521;6693,227639;32925,60466;1054309,143;11055412,25;9395121,964;1174675,893;599911,2031;107286,3215;43548,24512;13626,82861
54-002-062-01;5516,806111;879288,746;1008704,683;600982,6763;1578,134088;8118,298198;171700,6897;605144,6713;112926,6811;313822,6643;1134280,733;1424324,543;78427,78397;63512,16706;24499,32689;46892,41702;29192,04406;710278,756;3832,346791;4851,58988;21667,13373;1120388,937;8918656,654;7116682,666;924749,1857;510324,928;63159,7006;12094,79167;8619,477688
54-002-035-01;23530,73661;2660855,886;5315537,213;1989523,708;3255,49674;40978,52818;1668195,119;3455345,739;872062,6185;1292873,578;5250523,608;4409053,044;180292,5947;80270,74651;96518,83427;140152,1208;96530,23473;3662981,885;18158,01502;25655,39421;100812,7088;4181597,245;38617355,16;31538336,47;5578667,642;2385668,17;542841,0147;456127,4118;44869,40915
54-002-036-01;9114,645752;709440,3375;1395253,103;573994,8559;10260,15533;19193,81815;381926,2191;928625,468;188115,5155;466154,6125;1145376,26;1436635,805;50608,03428;62584,78065;31397,79811;49997,50461;27153,76662;1172430,875;10388,26144;5977,530831;25733,70674;1628585,467;12737866,49;12265142,46;1664306,551;830861,0592;115702,1134;252881,5785;11610,73908
54-002-038-01;12718,06384;725201,138;1601266,825;1718333,059;2078,488394;18013,46738;477097,6025;1140230,963;274607,34;357478,5486;1430336,397;1087617,634;44286,16727;19699,90957;31007,53898;44637,58379;25826,64653;998215,0849;10134,04323;11522,85964;42281,72434;1635224,615;16011141,91;15364551,49;1732447,515;927546,9686;165011,0463;45781,57845;13066,37616
54-002-072-01;11536,16651;677388,5617;1275396,49;802106,7497;3274,564713;16932,74339;437102,2281;1102780,546;198789,667;365393,1234;1437672,435;1089979,501;49499,48399;19135,7412;27007,40854;37953,44493;23081,61984;818365,8969;9763,457382;8772,464278;34416,08617;1306825,761;11843077,51;9812024,991;1275642,304;671525,081;77429,60765;103665,322;12413,76486
54-002-075-01;8032,386661;901851,5047;901448,1039;743666,729;1050,833333;19839,4537;158474,8679;497969,5966;69574,49317;240526,7344;901679,2673;1222233,132;76756,01196;38819,37239;24535,12666;46798,35731;26289,50762;844600,6121;5502,273823;7798,626644;39780,55937;940523,9853;8698807,873;7335681,063;1135765,093;550742,7844;110326,8783;8933,333333;8912,336629
54-001-006-03;12090,19092;1300328,13;1819132,739;995437,0076;1182,573951;9045,754297;803581,6501;1766401,013;428559,517;498306,8057;1378866,688;2126434,446;88890,19368;41242,46933;45912,75794;60800,73739;43332,47608;834125,7407;7185,551989;8258,253323;31343,25633;1817021,168;16954831,8;14561907,29;1798900,113;952194,4293;114417,0838;251340,625;20015,24156
54-101-023-01;8658,585751;768115,4397;534803,9221;297731,2536;1339,134557;8317,045501;105465,6683;475425,4188;59723,85128;137227,9894;714624,942;1294379,993;80888,1393;62766,70838;20798,25467;41046,59008;22990,03209;594582,5298;3201,985534;3508,462681;14626,04665;554271,5069;5859852,224;4585041,565;663421,0456;277814,7287;70531,4641;42900;6185,753215
54-101-022-01;3993,343353;748678,0529;438113,3624;427123,7137;482,6155889;7515,711042;147681,322;202226,661;90721,41871;182519,5121;601676,0879;899584,4195;69892,4906;18861,45923;19072,77839;34800,25611;22126,58036;477187,1858;3768,57729;3159,175864;7100,830199;545004,5437;5434189,816;4340177,41;538298,5479;263954,4189;41917,31211;45133,33333;5247,496937
54-101-021-01;4091,842738;351374,8064;328289,3081;312902,2979;747,6749912;11650,3337;54876,44108;229724,611;28685,17518;85974,48142;460772,621;789974,8899;35307,54501;59442,35317;12159,89757;25492,66645;10211,93801;464644,5999;3979,643157;4087,846229;16500,70116;407775,0764;3640714,523;3050633,329;505699,7571;198764,1112;69821,78512;6791,363636;3601,942931
54-101-019-01;14980,24322;625021,8306;763453,3631;884241,1012;953,3333333;16284,79712;393812,6636;830530,7818;180440,1739;210469,2161;958601,0843;1021725,655;44302,16023;20445,47032;23639,28196;31599,16914;22016,12764;683617,2252;5411,512962;8468,623162;33120,56347;801267,7253;10264129,25;7709882,267;992296,5386;502690,8952;93358,94885;6811,483756;10334,56703
